UNIQUE°,ID° ,NAME,INSCRIPTION,LONGITUDE,LATITUDE,HECTARES,CATEGORIE,PAYS,REGIONS
1950,181,Zone de nature sauvage de Tasmanie,1982,145.4166667000,-41.5833333300,1584233.0000,Mixed,Australie,Asie et pacifique
206,186,Îles Lord Howe,1982,159.0883333000,-31.5655555600,146300.0000,Natural,Australie,Asie et pacifique
422,368,Forêts humides Gondwana de l’Australie,1986,150.0500000000,-28.2500000000,370000.0000,Natural,Australie,Asie et pacifique
519,447,Parc national d'Ulu<U>r</U>u-Kata Tju<U>t</U>a,1987,131.0000000000,-25.3333333300,132566.0000,Mixed,Australie,Asie et pacifique
565,486,Tropiques humides de Queensland,1988,144.9666667000,-15.6500000000,893453.0000,Natural,Australie,Asie et pacifique
683,577,Îles Heard et McDonald,1997,73.5000000000,-53.1000000000,658903.0000,Natural,Australie,Asie et pacifique
684,578,"Baie Shark, Australie occidentale",1991,113.4361111000,-25.4861111100,2200902.0000,Natural,Australie,Asie et pacifique
747,629,Île Macquarie,1997,158.8955556000,-54.5947222200,540000.0000,Natural,Australie,Asie et pacifique
748,630,Île Fraser,1992,153.1333333000,-25.2166666700,184000.0000,Natural,Australie,Asie et pacifique
826,698,Sites fossilifères de mammifères d'Australie (Riversleigh / Naracoorte),1994,138.7166667000,-19.0833333300,10300.0000,Natural,Australie,Asie et pacifique
1071,917,Région des montagnes Bleues,2000,150.0000000000,-33.7000000000,1032649.0000,Natural,Australie,Asie et pacifique
1272,1094,Parc national de Purnululu,2003,128.5000000000,-17.5000000000,239723.0000,Natural,Australie,Asie et pacifique
1730,1131,Palais royal des expositions et jardins Carlton,2004,144.9702778000,-37.8061111100,26.0000,Cultural,Australie,Asie et pacifique
1648,1306,Sites de bagnes australiens,2010,150.9944444444,-33.3783333333,1502.5100,Cultural,Australie,Asie et pacifique
1763,1369,Côte de Ningaloo,2011,113.8102777778,-22.5625000000,705015.0000,Natural,Australie,Asie et pacifique
927,784,Centre historique de la ville de Salzbourg,1996,13.0433333300,47.8005555600,236.0000,Cultural,Autriche,Europe et Amérique du nord
928,785,Ligne de chemin de fer de Semmering,1998,15.8279722200,47.6487777800,156.1800,Cultural,Autriche,Europe et Amérique du nord
929,786,Palais et  jardins de Schönbrunn,1996,16.3133333300,48.1866666700,186.2800,Cultural,Autriche,Europe et Amérique du nord
952,806,Paysage culturel de Hallstatt-Dachstein / Salzkammergut,1997,13.6463888900,47.5594444400,28446.2000,Cultural,Autriche,Europe et Amérique du nord
1724,931,Ville de Graz – Centre historique et château d’Eggenberg,1999,15.3916666667,47.0741666667,,Cultural,Autriche,Europe et Amérique du nord
1134,970,Paysage culturel de la Wachau,2000,15.4341666700,48.3644444400,18387.0000,Cultural,Autriche,Europe et Amérique du nord
1206,1033,Centre historique de Vienne,2001,16.3833333300,48.2166666700,371.0000,Cultural,Autriche,Europe et Amérique du nord
1121,958,Cité fortifiée de Bakou avec le palais des Chahs de Chirvan et la tour de la Vierge,2000,49.8333333300,40.3666666700,21.5000,Cultural,Azerbaïdjan,Europe et Amérique du nord
1474,1076,Paysage culturel d’art rupestre de Gobustan,2007,49.3750000000,40.1250000000,537.2200,Cultural,Azerbaïdjan,Europe et Amérique du nord
2062,1192,Qal’at al-Bahreïn – ancien port et capitale de Dilmun ,2005,50.5272222222,26.2330600000,70.4000,Cultural,Bahreïn,États arabes
1859,1364,"Activités perlières, témoignage d’une économie insulaire",2012,50.6135100000,26.2412800000,35086.8100,Cultural,Bahreïn,États arabes
365,321,Ville-mosquée historique de Bagerhat,1985,89.8000000000,22.6666700000,0.0000,Cultural,Bangladesh,Asie et pacifique
366,322,Ruines du Vihara bouddhique de Paharpur,1985,88.9833333300,25.0333333300,0.0000,Cultural,Bangladesh,Asie et pacifique
943,798,Les Sundarbans,1997,89.1833300000,21.9500000000,139500.0000,Natural,Bangladesh,Asie et pacifique
1786,1376,Centre historique de Bridgetown et sa garnison,2011,-59.6138888889,13.0966666667,187.0000,Cultural,Barbade,Amérique latine et Caraïbes
743,625,Ensemble du château de Mir,2000,26.4727222200,53.4510833300,27.0000,Cultural,Bélarus,Europe et Amérique du nord
1373,1196,"Ensemble architectural, résidentiel et culturel de la famille Radziwill à Nesvizh",2005,26.6913900000,53.2227800000,0.0000,Cultural,Bélarus,Europe et Amérique du nord
1006,855,Béguinages flamands,1998,4.4737500000,51.0309722200,59.9500,Cultural,Belgique,Europe et Amérique du nord
1007,856,"Les quatre ascenseurs du canal du Centre et leur site, La Louvière et Le Roeulx (Hainaut)",1998,4.1372200000,50.4811100000,67.3436,Cultural,Belgique,Europe et Amérique du nord
1008,857,La Grand-Place de Bruxelles,1998,4.3524200000,50.8466800000,1.4800,Cultural,Belgique,Europe et Amérique du nord
1160,996,Le centre historique de Bruges,2000,3.2252700000,51.2089100000,410.0000,Cultural,Belgique,Europe et Amérique du nord
1173,1005,Habitations majeures de l'architecte Victor Horta (Bruxelles),2000,4.3622300000,50.8280600000,0.0000,Cultural,Belgique,Europe et Amérique du nord
1174,1006,Minières néolithiques de silex de Spiennes (Mons),2000,3.9787900000,50.4307700000,172.0000,Cultural,Belgique,Europe et Amérique du nord
1179,1009,Cathédrale Notre-Dame de Tournai,2000,3.3892600000,50.6060300000,0.4963,Cultural,Belgique,Europe et Amérique du nord
1362,1185,Complexe Maison-Ateliers-Musée Plantin-Moretus ,2005,4.3977800000,51.2183300000,0.2300,Cultural,Belgique,Europe et Amérique du nord
1578,1298,Palais Stoclet,2009,4.4161111111,50.8350000000,0.8600,Cultural,Belgique,Europe et Amérique du nord
1837,1344,Sites miniers majeurs de Wallonie,2012,3.8383333333,50.4352777778,118.0700,Cultural,Belgique,Europe et Amérique du nord
900,764,Réseau de réserves du récif de la barrière du Belize,1996,-87.0583333300,16.7500000000,96300.0000,Natural,Belize,Amérique latine et Caraïbes
1560,323,Palais royaux d'Abomey,1985,1.9833333330,7.1833333330,47.6000,Cultural,Bénin,Afrique
484,420,Ville de Potosí,1987,-65.7530600000,-19.5836100000,0.0000,Cultural,Bolivie (État plurinational de),Amérique latine et Caraïbes
619,529,Missions jésuites de Chiquitos,1990,-60.5000000000,-16.0000000000,0.0000,Cultural,Bolivie (État plurinational de),Amérique latine et Caraïbes
668,566,Ville historique de Sucre,1991,-65.2591700000,-19.0430600000,0.0000,Cultural,Bolivie (État plurinational de),Amérique latine et Caraïbes
670,567,Tiwanaku : centre spirituel et politique de la culture tiwanaku,2000,-68.6777800000,-16.5583333300,0.0000,Cultural,Bolivie (État plurinational de),Amérique latine et Caraïbes
1035,883,Fort de Samaipata,1998,-63.8166666700,-18.1666666700,0.0000,Cultural,Bolivie (État plurinational de),Amérique latine et Caraïbes
1131,967,Parc national Noel Kempff Mercado,2000,-60.8666700000,-14.2666700000,1523446.0000,Natural,Bolivie (État plurinational de),Amérique latine et Caraïbes
1107,946,Quartier du Vieux pont de la vieille ville de Mostar,2005,17.8109200000,43.3481200000,7.6000,Cultural,Bosnie-Herzégovine,Europe et Amérique du nord
1437,1260,Pont Mehmed Pacha Sokolović de Višegrad,2007,19.2880250000,43.7814444444,1.5000,Cultural,Bosnie-Herzégovine,Europe et Amérique du nord
1191,1021,Tsodilo,2001,21.7333333300,-18.7500000000,4800.0000,Cultural,Botswana,Afrique
1976,1432,Delta de l’Okavango,2014,22.9000000000,-19.2833333333,2023590.0000,Natural,Botswana,Afrique
136,124,Ville historique d'Ouro Preto,1980,-43.5055555600,-20.3888888900,0.0000,Cultural,Brésil,Amérique latine et Caraïbes
210,189,Centre historique de la ville d'Olinda,1982,-34.8450000000,-8.0133333330,120.0000,Cultural,Brésil,Amérique latine et Caraïbes
348,309,Centre historique de Salvador de Bahia,1985,-38.5000000000,-12.9666666700,0.0000,Cultural,Brésil,Amérique latine et Caraïbes
380,334,Sanctuaire du Bon Jésus à Congonhas,1985,-43.8577777800,-20.4997222200,2.1900,Cultural,Brésil,Amérique latine et Caraïbes
408,355,Parc national d'Iguaçu,1986,-54.4333300000,-25.6833300000,170086.0000,Natural,Brésil,Amérique latine et Caraïbes
516,445,Brasilia,1987,-47.9000000000,-15.7833300000,11268.9200,Cultural,Brésil,Amérique latine et Caraïbes
719,606,Parc national de Serra da Capivara,1991,-42.3333333300,-8.4166666670,0.0000,Cultural,Brésil,Amérique latine et Caraïbes
970,821,Centre historique de São Luís,1997,-44.3025000000,-2.5141666670,66.6500,Cultural,Brésil,Amérique latine et Caraïbes
1042,890,Centre historique de la ville de Diamantina,1999,-43.6000000000,-18.2333333300,28.5000,Cultural,Brésil,Amérique latine et Caraïbes
1044,892,Côte de la découverte – Réserves de la forêt atlantique,1999,-39.2500000000,-16.5000000000,111930.0000,Natural,Brésil,Amérique latine et Caraïbes
1045,893,Forêt atlantique – Réserves du sud-est,1999,-48.0000000000,-24.1666700000,468193.0000,Natural,Brésil,Amérique latine et Caraïbes
1157,993,Centre historique de la ville de Goiás,2001,-50.1333600000,-15.9332800000,40.3000,Cultural,Brésil,Amérique latine et Caraïbes
1163,998,Complexe de conservation de l’Amazonie centrale,2000,-62.0083333300,-2.3333333330,5323018.0000,Natural,Brésil,Amérique latine et Caraïbes
1164,999,Aire de conservation du Pantanal,2000,-57.3833300000,-17.7166700000,187818.0000,Natural,Brésil,Amérique latine et Caraïbes
1166,1000,Îles atlantiques brésiliennes : les Réserves de Fernando de Noronha et de l'atol das Rocas,2001,-32.4251111100,-3.8579444440,42270.0000,Natural,Brésil,Amérique latine et Caraïbes
1208,1035,Aires protégées du Cerrado : Parcs nationaux Chapada dos Veadeiros et Emas,2001,-47.6846111100,-14.0056944400,367356.0000,Natural,Brésil,Amérique latine et Caraïbes
1843,1100,"Rio de Janeiro, paysages cariocas entre la montagne et la mer",2012,-43.2913888889,-22.9477777778,7248.7800,Cultural,Brésil,Amérique latine et Caraïbes
1725,1272,Place São Francisco dans la ville de São Cristóvão,2010,-37.2100000000,-11.0161111111,3.0000,Cultural,Brésil,Amérique latine et Caraïbes
2077,1493,Ensemble moderne de Pampulha,2016,-43.9736111111,-19.8519444444,154.0000,Cultural,Brésil,Amérique latine et Caraïbes
46,42,Église de Boyana,1979,23.2666666700,42.6500000000,0.6800,Cultural,Bulgarie,Europe et Amérique du nord
47,43,Cavalier de Madara,1979,27.1500000000,43.3000000000,1.2000,Cultural,Bulgarie,Europe et Amérique du nord
48,44,Tombe thrace de Kazanlak,1979,25.4000000000,42.6166666700,0.0155,Cultural,Bulgarie,Europe et Amérique du nord
49,45,Églises rupestres d'Ivanovo,1979,25.9666666700,43.7166666700,171.9000,Cultural,Bulgarie,Europe et Amérique du nord
239,216,Monastère de Rila,1983,23.4000000000,42.1166666700,10.7000,Cultural,Bulgarie,Europe et Amérique du nord
240,217,Ancienne cité de Nessebar,1983,27.7300000000,42.6561100000,27.1000,Cultural,Bulgarie,Europe et Amérique du nord
1621,219,Réserve naturelle de Srébarna,1983,27.0780600000,44.1144400000,638.0000,Natural,Bulgarie,Europe et Amérique du nord
1641,225,Parc national de Pirin,1983,23.4304722222,41.7427222222,38350.0400,Natural,Bulgarie,Europe et Amérique du nord
412,359,Tombeau thrace de Svechtari,1985,26.6666700000,43.6666700000,647.6000,Cultural,Bulgarie,Europe et Amérique du nord
1696,1225,Ruines de Loropéni,2009,-3.5833333333,10.2500000000,1.1130,Cultural,Burkina Faso,Afrique
1600,1310,"Cidade Velha, centre historique de Ribeira Grande",2009,-23.6051944444,14.9151388889,209.1000,Cultural,Cabo Verde,Afrique
791,668,Angkor,1992,103.8333333000,13.4333333300,40100.0000,Cultural,Cambodge,Asie et pacifique
1591,1224,Temple de Preah Vihear,2008,104.6838888889,14.3883333333,154.7000,Cultural,Cambodge,Asie et pacifique
470,407,Réserve de faune du Dja,1987,13.0000000000,3.0000000000,526000.0000,Natural,Cameroun,Afrique
7,4,Lieu historique national de L’Anse aux Meadows,1978,-55.6166666700,51.4666666700,8056.0000,Cultural,Canada,Europe et Amérique du nord
27,24,Parc national Nahanni,1978,-125.5894444000,61.5472222200,476560.0000,Natural,Canada,Europe et Amérique du nord
75,71,Parc provincial Dinosaur,1979,-111.4922222000,50.7677777800,7493.0000,Natural,Canada,Europe et Amérique du nord
175,157,S<U>G</U>ang Gwaay,1981,-131.2202778000,52.0950000000,0.0000,Cultural,Canada,Europe et Amérique du nord
176,158,Le précipice à bisons Head-Smashed-In,1981,-113.6238889000,49.7494444400,4000.0000,Cultural,Canada,Europe et Amérique du nord
286,256,Parc national Wood Buffalo,1983,-112.2933333000,59.3583333300,4480000.0000,Natural,Canada,Europe et Amérique du nord
336,300,Arrondissement historique du Vieux-Québec,1985,-71.2105555600,46.8094444400,135.0000,Cultural,Canada,Europe et Amérique du nord
342,304,Parcs des montagnes Rocheuses canadiennes,1984,-116.4797222000,51.4247222200,2299104.0000,Natural,Canada,Europe et Amérique du nord
483,419,Parc national du Gros-Morne,1987,-57.5313888900,49.6125000000,180500.0000,Natural,Canada,Europe et Amérique du nord
812,686,Parc national de Miguasha,1999,-66.3530555600,48.1050000000,87.0000,Natural,Canada,Europe et Amérique du nord
875,741,Le Vieux Lunenburg,1995,-64.3091666700,44.3761111100,33.4700,Cultural,Canada,Europe et Amérique du nord
1475,1221,Canal Rideau,2007,-75.7651250000,44.9943861111,21454.8100,Cultural,Canada,Europe et Amérique du nord
1516,1285,Falaises fossilifères de Joggins,2008,-64.4358333333,45.7097222222,689.0000,Natural,Canada,Europe et Amérique du nord
1828,1404,Le Paysage de Grand-Pré,2012,-64.3072222222,45.1183333333,1323.2400,Cultural,Canada,Europe et Amérique du nord
1874,1412,Station baleinière basque de Red Bay,2013,-56.4295222222,51.7269250000,312.9730,Cultural,Canada,Europe et Amérique du nord
2083,1497,Mistaken Point,2016,-53.2111111111,46.6350000000,146.0000,Natural,Canada,Europe et Amérique du nord
553,475,Parc national du Manovo-Gounda St Floris,1988,21.5000000000,9.0000000000,1740000.0000,Natural,République centrafricaine,Afrique
1824,1400,Lacs d’Ounianga,2012,20.5055555556,19.0550000000,62808.0000,Natural,Tchad,Afrique
2091,1475,Massif de l’Ennedi : paysage naturel et culturel,2016,21.8627777778,17.0416666667,2441200.0000,Mixed,Tchad,Afrique
846,715,Parc national de Rapa Nui,1995,-109.4500000000,-27.1500000000,6666.0000,Cultural,Chili,Amérique latine et Caraïbes
1123,959,Quartier historique de la ville portuaire de Valparaiso,2003,-71.6280000000,-33.0406388900,23.2000,Cultural,Chili,Amérique latine et Caraïbes
1135,971,Églises de Chiloé,2000,-73.7666666700,-42.5000000000,0.0000,Cultural,Chili,Amérique latine et Caraïbes
1869,1178,Usines de salpêtre de Humberstone et de Santa Laura,2005,-69.7940600000,-20.2058200000,573.4800,Cultural,Chili,Amérique latine et Caraïbes
1391,1214,Ville minière de Sewell,2006,-70.3827777777,-34.0844444444,17.2000,Cultural,Chili,Amérique latine et Caraïbes
507,437,Mont Taishan,1987,117.1000000000,36.2666700000,25000.0000,Mixed,Chine,Asie et pacifique
508,438,La Grande Muraille,1987,116.0833300000,40.4166700000,2151.5500,Cultural,Chine,Asie et pacifique
510,439,Palais impériaux des dynasties Ming et Qing à Beijing et à Shenyang,1987,123.4469444000,41.7941666700,12.9600,Cultural,Chine,Asie et pacifique
511,440,Grottes de Mogao,1987,94.8166700000,40.1333300000,0.0000,Cultural,Chine,Asie et pacifique
512,441,Mausolée du premier empereur Qin,1987,109.1000000000,34.3833333300,0.0000,Cultural,Chine,Asie et pacifique
521,449,Site de l'homme de Pékin à Zhoukoudian,1987,115.9166667000,39.7333333300,480.0000,Cultural,Chine,Asie et pacifique
1933,547,Mont Huangshan,1990,118.1833300000,30.1666700000,16060.0000,Mixed,Chine,Asie et pacifique
757,637,Région d'intérêt panoramique et historique de la vallée de Jiuzhaigou,1992,103.9166700000,33.0833300000,72000.0000,Natural,Chine,Asie et pacifique
758,638,Région d'intérêt panoramique et historique de Huanglong,1992,103.8222200000,32.7541700000,60000.0000,Natural,Chine,Asie et pacifique
760,640,Région d'intérêt panoramique et historique de Wulingyuan,1992,110.5000000000,29.3333300000,26400.0000,Natural,Chine,Asie et pacifique
831,703,Résidence de montagne et temples avoisinants à Chengde,1994,117.9383300000,40.9869400000,0.0000,Cultural,Chine,Asie et pacifique
832,704,Temple et cimetière de Confucius et résidence de la famille Kong à Qufu,1994,116.9750000000,35.6116700000,0.0000,Cultural,Chine,Asie et pacifique
833,705,Ensemble de bâtiments anciens des montagnes de Wudang,1994,111.0000000000,32.4666700000,0.0000,Cultural,Chine,Asie et pacifique
837,707,"Ensemble historique du Palais du Potala, Lhasa",1994,91.1171700000,29.6579200000,60.5000,Cultural,Chine,Asie et pacifique
921,778,Parc national de Lushan,1996,115.8666667000,29.4333333300,0.0000,Cultural,Chine,Asie et pacifique
922,779,"Paysage panoramique du mont Emei, incluant le paysage panoramique du grand Bouddha  de Leshan",1996,103.7692500000,29.5449000000,15400.0000,Mixed,Chine,Asie et pacifique
1934,811,Vieille ville de Lijiang,1997,100.2333300000,26.8666700000,145.6000,Cultural,Chine,Asie et pacifique
959,812,Vieille ville de Ping Yao,1997,112.1544400000,37.2013900000,245.6200,Cultural,Chine,Asie et pacifique
961,813,Jardins classiques de Suzhou,1997,120.4500000000,31.3166666700,11.9220,Cultural,Chine,Asie et pacifique
1032,880,"Palais d'Été, Jardin impérial de Beijing",1998,116.1411111000,39.9105555600,297.0000,Cultural,Chine,Asie et pacifique
1033,881,"Temple du Ciel, autel sacrificiel impérial à Beijing",1998,116.4447222000,39.8455555600,215.0000,Cultural,Chine,Asie et pacifique
1064,911,Mont Wuyi,1999,117.6833300000,27.7166700000,99975.0000,Mixed,Chine,Asie et pacifique
1065,912,Sculptures rupestres de Dazu,1999,105.7050000000,29.7011100000,20.4100,Cultural,Chine,Asie et pacifique
1167,1001,Mont Qingcheng et système d’irrigation de Dujiangyan,2000,103.6052800000,31.0016700000,0.0000,Cultural,Chine,Asie et pacifique
1168,1002,Anciens villages du sud du Anhui – Xidi et Hongcun,2000,117.9875000000,29.9044444400,52.0000,Cultural,Chine,Asie et pacifique
1169,1003,Grottes de Longmen,2000,112.4666667000,34.4666666700,331.0000,Cultural,Chine,Asie et pacifique
1172,1004,Tombes impériales des dynasties Ming et Qing,2000,124.7938889000,41.7072222200,3434.9399,Cultural,Chine,Asie et pacifique
1213,1039,Grottes de Yungang,2001,113.1222200000,40.1097200000,348.7500,Cultural,Chine,Asie et pacifique
1731,1083,Aires protégées des trois fleuves parallèles au Yunnan,2003,98.4063888900,27.8950000000,,Natural,Chine,Asie et pacifique
1289,1110,Centre historique de Macao,2005,113.5364611111,22.1912919444,16.1678,Cultural,Chine,Asie et pacifique
1877,1111,Paysage culturel des rizières en terrasse des Hani de Honghe,2013,102.7799805556,23.0932777778,16603.2200,Cultural,Chine,Asie et pacifique
1459,1112,Diaolou et villages de Kaiping,2007,112.5658611111,22.2855194444,371.9480,Cultural,Chine,Asie et pacifique
1505,1113,<em>Tulou</em> du Fujian,2008,117.6858333333,25.0230555556,152.6500,Cultural,Chine,Asie et pacifique
1293,1114,Yin Xu,2006,114.3138888888,36.1266666666,414.0000,Cultural,Chine,Asie et pacifique
1315,1135,Capitales et tombes de l’ancien royaume de Koguryo,2004,126.1872222000,41.1569444400,4164.8599,Cultural,Chine,Asie et pacifique
1390,1213," Sanctuaires du grand panda du Sichuan - Wolong, Mont Siguniang et Montagnes de Jiajin",2006,103.0000000000,30.8333333333,924500.0000,Natural,Chine,Asie et pacifique
1965,1248,Karst de Chine du Sud,2007,110.3544444444,24.9233333333,49537.0000,Natural,Chine,Asie et pacifique
1587,1279,Mont Wutai,2009,113.5633333333,39.0305555556,18415.0000,Cultural,Chine,Asie et pacifique
1523,1292,Parc national du mont Sanqingshan,2008,118.0644444444,28.9158333333,22950.0000,Natural,Chine,Asie et pacifique
1726,1305,Monuments historiques de Dengfeng au « centre du ciel et de la terre »,2010,113.0677194444,34.4587472222,825.0000,Cultural,Chine,Asie et pacifique
1765,1334,Paysage culturel du lac de l’Ouest de Hangzhou,2011,120.1408333333,30.2375000000,3322.8800,Cultural,Chine,Asie et pacifique
1676,1335,Danxia de Chine,2010,106.0425000000,28.4219444444,82151.0000,Natural,Chine,Asie et pacifique
1803,1388,Site fossilifère de Chengjiang,2012,102.9772222222,24.6688888889,512.0000,Natural,Chine,Asie et pacifique
1804,1389,Site de Xanadu,2012,116.1851277778,42.3580000000,25131.2700,Cultural,Chine,Asie et pacifique
1876,1414,Tianshan au Xinjiang,2013,80.3541666667,41.9683333333,606833.0000,Natural,Chine,Asie et pacifique
2181,1443,Le Grand Canal,2014,112.4683333333,34.6938888889,20819.1100,Cultural,Chine,Asie et pacifique
2035,1474,Sites du tusi,2015,109.9669444444,28.9986111111,781.2800,Cultural,Chine,Asie et pacifique
2100,1508,Paysage culturel de l’art rupestre de Zuojiang Huashan,2016,107.0230555556,22.2555555556,6621.6000,Cultural,Chine,Asie et pacifique
2101,1509,Shennongjia au Hubei,2016,110.2438888889,31.4697222222,73318.0000,Natural,Chine,Asie et pacifique
319,285,"Port, forteresses et ensemble monumental de Carthagène",1984,-75.5333333300,10.4166666700,0.0000,Cultural,Colombie,Amérique latine et Caraïbes
841,711,Parc national de Los Katíos,1994,-77.0000000000,7.6666666670,72000.0000,Natural,Colombie,Amérique latine et Caraïbes
876,742,Centre historique de Santa Cruz de Mompox,1995,-74.4333333300,9.2333333330,0.0000,Cultural,Colombie,Amérique latine et Caraïbes
877,743,Parc archéologique national de Tierradentro,1995,-76.0333333300,2.5833333330,0.0000,Cultural,Colombie,Amérique latine et Caraïbes
878,744,Parc archéologique de San Agustín,1995,-76.2333333300,1.9166666670,0.0000,Cultural,Colombie,Amérique latine et Caraïbes
1787,1121,Paysage culturel du café de la Colombie,2011,-75.6816666667,5.4716666667,141120.0000,Cultural,Colombie,Amérique latine et Caraïbes
1393,1216,Sanctuaire de faune et de flore de Malpelo,2006,-81.6166666666,3.9666666667,857500.0000,Natural,Colombie,Amérique latine et Caraïbes
969,820,Parc national de l'île Cocos,1997,-87.0666666700,5.5333333330,199790.0000,Natural,Costa Rica,Amérique latine et Caraïbes
1083,928,Zone de conservation de Guanacaste,1999,-85.6166666700,10.8500000000,147000.0000,Natural,Costa Rica,Amérique latine et Caraïbes
1997,1453,Établissements de chefferies précolombiennes avec des sphères mégalithiques du Diquís,2014,-83.4775000000,8.9113888889,24.7300,Cultural,Costa Rica,Amérique latine et Caraïbes
216,195,Parc national de Taï,1982,-7.6666700000,5.7500000000,330000.0000,Natural,Côte d'Ivoire,Afrique
252,227,Parc national de la Comoé,1983,-4.0000000000,9.0000000000,1150000.0000,Natural,Côte d'Ivoire,Afrique
1919,1322,Ville historique de Grand-Bassam,2012,3.7363888889,5.1958333333,109.8900,Cultural,Côte d'Ivoire,Afrique
103,95,Vieille ville de Dubrovnik,1979,18.0913900000,42.6505600000,96.7000,Cultural,Croatie,Europe et Amérique du nord
105,97,Noyau historique de Split avec le palais de Dioclétien,1979,16.4433300000,43.5094400000,20.8000,Cultural,Croatie,Europe et Amérique du nord
106,98,Parc national Plitvice,1979,15.6144400000,44.8777800000,29630.7700,Natural,Croatie,Europe et Amérique du nord
956,809,Ensemble épiscopal de la basilique euphrasienne dans le centre historique de Poreč,1997,13.5944400000,45.2291700000,1.1000,Cultural,Croatie,Europe et Amérique du nord
957,810,Ville historique de Trogir,1997,16.2516700000,43.5125000000,6.4000,Cultural,Croatie,Europe et Amérique du nord
1127,963,Cathédrale Saint-Jacques de Šibenik,2000,15.8903800000,43.7362900000,0.1000,Cultural,Croatie,Europe et Amérique du nord
1484,1240,Plaine de Stari Grad,2008,16.6386111111,43.1816666667,1376.5300,Cultural,Croatie,Europe et Amérique du nord
225,204,Vieille ville de La Havane et son système de fortifications,1982,-82.3500000000,23.1333333300,142.5000,Cultural,Cuba,Amérique latine et Caraïbes
535,460,Trinidad et la vallée de Los Ingenios,1988,-79.9844444400,21.8030555600,0.0000,Cultural,Cuba,Amérique latine et Caraïbes
989,839,Parc national Alejandro de Humboldt,2001,-75.0000000000,20.4500000000,71140.0000,Natural,Cuba,Amérique latine et Caraïbes
